target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2
C78634,1,,,,CC(C)B(O)O,Cn1c(Cl)nc2c(Br)cccc21,CC(C)c1nc2c(Br)cccc2n1C,Sp3-sp2_Suzuki_coupling,,,,,,,,
C76509,1,,,,COc1c(I)cc(N)cc1I,CCOC(=O)c1cc(C(=O)O)c(C)cc1OC,COc1cc(C)c(C(=O)O)cc1C(=O)Nc1cc(I)c(OC)c(I)c1,Ester_amidation,,,,,,,,
C78635,1,,,,OB(O)C1CC1,Cn1c(Cl)nc2c(Br)cccc21,Cn1c(Cl)nc2c(C3CC3)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C76514,1,,,,N#Cc1c(O)ccc(N)c1F,CCOC(=O)c1cc(C(=O)O)c(C)cc1OC,COc1cc(C)c(C(=O)O)cc1C(=O)Nc1ccc(O)c(C#N)c1F,Ester_amidation,,,,,,,,
C63502,1,,,,CC1NCCNC1=O,Cc1ccc(F)cc1C(=O)O,Cc1ccc(F)cc1C(=O)N1CCNC(=O)C1C,Amidation,,,,,,,,
C76522,1,,,,Nc1ccc(O)cc1[N+](=O)[O-],CCOC(=O)c1cc(C(=O)O)c(C)cc1OC,COc1cc(C)c(C(=O)O)cc1C(=O)Nc1ccc(O)cc1[N+](=O)[O-],Ester_amidation,,,,,,,,
C72443,1,,,,Nc1ccc(F)c([N+](=O)[O-])c1,Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cn1c(=O)[nH]c2cc(C(=O)Nc3ccc(F)c([N+](=O)[O-])c3)cc(Cl)c21,Amidation,,,,,,,,
C72446,1,,,,Nc1cccc(F)c1[N+](=O)[O-],Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cn1c(=O)[nH]c2cc(C(=O)Nc3cccc(F)c3[N+](=O)[O-])cc(Cl)c21,Amidation,,,,,,,,
C78654,1,,,,CC1(C)OB(C2COC2)OC1(C)C,Cn1c(Cl)nc2c(Br)cccc21,Cn1c(C2COC2)nc2c(Br)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C63523,1,,,,Cc1ccc(F)cc1C(=O)O,CC1NCCNC1C,Cc1ccc(F)cc1C(=O)N1CCNC(C)C1C,Amidation,,,,,,,,
C78655,1,,,,CC1(C)OB(C2COC2)OC1(C)C,Cn1c(Cl)nc2c(Br)cccc21,Cn1c(Cl)nc2c(C3COC3)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C27283,1,,,,CC(C)CNCC(=O)O,Cn1c(Cl)c(C(=O)O)c2cc(Cl)c(Cl)cc21,CC(C)CN(CC(=O)O)C(=O)c1c(Cl)n(C)c2cc(Cl)c(Cl)cc12,Amidation,,,,,,,,
C78660,1,,,,CC(C)(C)B1OC(C)(C)C(C)(C)O1,Cn1c(Cl)nc2c(Br)cccc21,Cn1c(Cl)nc2c(C(C)(C)C)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C40715,1,,,,Nc1cc(Br)cc2c1OCO2,Cn1ncc(NC(=O)OC(C)(C)C)c1B1OC(C)(C)C(C)(C)O1,Cn1ncc(NC(=O)OC(C)(C)C)c1-c1cc(N)c2c(c1)OCO2,Sp2-sp2_Suzuki_coupling,,,,,,,,
C86700,1,,,,Cc1ccc(N)c(N)c1Cl,CCOC(=O)C(=O)OC(C)(C)C,CCOC(=O)C(=O)Nc1c(N)ccc(C)c1Cl,Ester_amidation,,,,,,,,
C86701,1,,,,Cc1ccc(N)c(N)c1Cl,CCOC(=O)C(=O)OC(C)(C)C,CCOC(=O)C(=O)Nc1ccc(C)c(Cl)c1N,Ester_amidation,,,,,,,,
C78666,1,,,,CC1(C)OB(C23CC2C3)OC1(C)C,Cn1c(Cl)nc2c(Br)cccc21,Cn1c(Cl)nc2c(C34CC3C4)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C78667,1,,,,CC1(C)OB(C23CC2C3)OC1(C)C,Cn1c(Cl)nc2c(Br)cccc21,Cn1c(C23CC2C3)nc2c(Br)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C82639,1,,,,Nc1cccc(F)c1Cl,COc1ccc2c(c1I)CCC2,COc1ccc2c(c1Nc1cccc(F)c1Cl)CCC2,Buchwald-Hartwig_amination,,,,,,,,
C63632,1,,,,Cc1ccc(C(=O)O)cc1F,CC1NCCNC1C,Cc1ccc(C(=O)N2CCNC(C)C2C)cc1F,Amidation,,,,,,,,
C63637,1,,,,CC1NCCNC1=O,Cc1ccc(C(=O)O)cc1F,Cc1ccc(C(=O)N2CCNC(=O)C2C)cc1F,Amidation,,,,,,,,
C86764,1,,,,Nc1cc(F)c(F)cc1N,CCOC(=O)C(=O)OC(C)(C)C,CCOC(=O)C(=O)Nc1cc(F)c(F)cc1N,Ester_amidation,,,,,,,,
C86765,1,,,,Nc1cccc2nsnc12,CCOC(=O)C(=O)OC(C)(C)C,CCOC(=O)C(=O)Nc1cccc2c1N=S=N2,Ester_amidation,,,,,,,,
C82689,1,,,,Nc1cc(F)ccc1O,COc1cc(Br)cc(CO)c1I,COc1cc(Br)cc(CO)c1Nc1cc(F)ccc1O,Buchwald-Hartwig_amination,,,,,,,,
C54163,1,,,,FC(F)(F)c1ccc2ncc(Br)nc2c1,CC1(C)OB(C2(C3CC3)CCOCC2)OC1(C)C,FC(F)(F)c1ccc2ncc(C3(C4CC4)CCOCC3)nc2c1,Sp3-sp2_Suzuki_coupling,,,,,,,,
C78743,1,,,,CC1(C)OB(C23CC2C3)OC1(C)C,Cn1c(O)nc2c(Br)cccc21,Cn1c(O)nc2c(C34CC3C4)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C54183,1,,,,FC(F)(F)c1ccc2nc(Br)cnc2c1,CC1(C)OB(C2(C3CC3)CCOCC2)OC1(C)C,FC(F)(F)c1ccc2nc(C3(C4CC4)CCOCC3)cnc2c1,Sp3-sp2_Suzuki_coupling,,,,,,,,
C82713,1,,,,Nc1cccc(F)c1Cl,COc1cc(Br)cc(CO)c1I,COc1cc(Br)cc(CO)c1Nc1cccc(F)c1Cl,Buchwald-Hartwig_amination,,,,,,,,
C78762,1,,,,CC1(C)OB(C2COC2)OC1(C)C,Cn1c(O)nc2c(Br)cccc21,Cn1c(O)nc2c(C3COC3)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C78763,1,,,,CC(C)(C)B1OC(C)(C)C(C)(C)O1,Cn1c(O)nc2c(Br)cccc21,Cn1c(O)nc2c(C(C)(C)C)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C63705,1,,,,O=C(O)c1cccc(F)c1,CC1NCC(=O)NC1=O,CC1C(=O)NC(=O)CN1C(=O)c1cccc(F)c1,Amidation,,,,,,,,
C74593,1,,,,Nc1ccc(O)cc1Cl,CCOC(=O)c1cc(C(=O)O)c(C)cc1OC,COc1cc(C)c(C(=O)O)cc1C(=O)Nc1ccc(O)cc1Cl,Ester_amidation,,,,,,,,
C74603,1,,,,CNc1ccc(O)cc1,CCOC(=O)c1cc(C(=O)O)c(C)cc1OC,COc1cc(C)c(C(=O)O)cc1C(=O)N(C)c1ccc(O)cc1,Ester_amidation,,,,,,,,
C86812,1,,,,Nc1ccc(Br)c(F)c1N,CCOC(=O)C(=O)OC(C)(C)C,CCOC(=O)C(=O)Nc1c(N)ccc(Br)c1F,Ester_amidation,,,,,,,,
C86813,1,,,,Nc1ccc(Br)c(F)c1N,CCOC(=O)C(=O)OC(C)(C)C,CCOC(=O)C(=O)Nc1ccc(Br)c(F)c1N,Ester_amidation,,,,,,,,
C11222,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Cc1cc(N)c(Cl)cc1Cl,Cc1cc(NC(=O)c2c(Cl)cc(C(N)=O)cc2Cl)c(Cl)cc1Cl,Amidation,,,,,,,,
C86831,1,,,,Nc1cc(F)c(Cl)cc1N,CCOC(=O)C(=O)OC(C)(C)C,CCOC(=O)C(=O)Nc1cc(Cl)c(F)cc1N,Ester_amidation,,,,,,,,
C86832,1,,,,Nc1cc(F)c(Cl)cc1N,CCOC(=O)C(=O)OC(C)(C)C,CCOC(=O)C(=O)Nc1cc(F)c(Cl)cc1N,Ester_amidation,,,,,,,,
C42665,1,,,,Nc1cc(F)c(O)cc1Cl,COc1cnc(Cl)cc1Br,COc1cnc(Cl)cc1Nc1cc(F)c(O)cc1Cl,Buchwald-Hartwig_amination,,,,,,,,
C11265,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Nc1ccc(Br)c(F)c1N,NC(=O)c1cc(Cl)c(C(=O)Nc2c(N)ccc(Br)c2F)c(Cl)c1,Amidation,,,,,,,,
C11266,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Nc1ccc(Br)c(F)c1N,NC(=O)c1cc(Cl)c(C(=O)Nc2ccc(Br)c(F)c2N)c(Cl)c1,Amidation,,,,,,,,
C86929,1,,,,Cc1ccc(N)c(N)c1Cl,C#CCOCC(=O)OC(C)(C)C,C#CCOCC(=O)Nc1c(N)ccc(C)c1Cl,Ester_amidation,,,,,,,,
C72766,1,,,,Nc1cc(F)c(F)cc1C(=O)O,Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cn1c(=O)[nH]c2cc(C(=O)Nc3cc(F)c(F)cc3C(=O)O)cc(Cl)c21,Amidation,,,,,,,,
C14502,1,,,,Nc1cccc(C(=O)NCc2cccs2)c1,C=C(OC)C(=O)O,C=C(OC)C(=O)Nc1cccc(C(=O)NCc2cccs2)c1,Amidation,,,,,,,,
C14504,1,,,,COCC(=O)O,Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,COCC(=O)Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,Amidation,,,,,,,,
C72796,1,,,,Nc1ccc(O)cc1,COc1ccc(N)cc1C(=O)OC(C)(C)C,COc1ccc(N)cc1C(=O)Nc1ccc(O)cc1,Ester_amidation,,,,,,,,
C40898,1,,,,Oc1cnccc1Br,Nc1ccc(O)cc1Cl,Oc1ccc(Nc2ccncc2O)c(Cl)c1,Buchwald-Hartwig_amination,,,,,,,,
C14518,1,,,,Nc1cccc(C(=O)NCc2cccs2)c1,O=C(O)C1=CCCO1,O=C(Nc1cccc(C(=O)NCc2cccs2)c1)C1=CCCO1,Amidation,,,,,,,,
C14524,1,,,,Nc1cccc(C(=O)NCc2cccs2)c1,O=C(O)COC(F)F,O=C(COC(F)F)Nc1cccc(C(=O)NCc2cccs2)c1,Amidation,,,,,,,,
C11406,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Nc1cc(F)c(Cl)cc1N,NC(=O)c1cc(Cl)c(C(=O)Nc2cc(F)c(Cl)cc2N)c(Cl)c1,Amidation,,,,,,,,
C14557,1,,,,C=C(OC)C(=O)O,Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,C=C(OC)C(=O)Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,Amidation,,,,,,,,
C11421,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Nc1cc(F)c(Cl)cc1N,NC(=O)c1cc(Cl)c(C(=O)Nc2cc(Cl)c(F)cc2N)c(Cl)c1,Amidation,,,,,,,,
C63959,1,,,,O=C(O)c1cc(F)cc(Cl)c1,CC1NCC(=O)NC1=O,CC1C(=O)NC(=O)CN1C(=O)c1cc(F)cc(Cl)c1,Amidation,,,,,,,,
C81003,1,,,,Cc1cccc(O)c1I,Nc1cccc(F)c1Cl,Cc1cccc(O)c1Nc1cccc(F)c1Cl,Buchwald-Hartwig_amination,,,,,,,,
C14611,1,,,,Nc1cccc(C(=O)NCc2cccs2)c1,CCOC(CC)C(=O)O,CCOC(CC)C(=O)Nc1cccc(C(=O)NCc2cccs2)c1,Amidation,,,,,,,,
C14615,1,,,,Nc1cccc(C(=O)NCc2cccs2)c1,COC(C(=O)O)C(C)C,COC(C(=O)Nc1cccc(C(=O)NCc2cccs2)c1)C(C)C,Amidation,,,,,,,,
C72860,1,,,,CNc1ccc(O)cc1,COc1ccc(N)cc1C(=O)OC(C)(C)C,COc1ccc(N)cc1C(=O)N(C)c1ccc(O)cc1,Ester_amidation,,,,,,,,
C72861,1,,,,Nc1ccc(O)cc1Cl,COc1ccc(N)cc1C(=O)OC(C)(C)C,COc1ccc(N)cc1C(=O)Nc1ccc(O)cc1Cl,Ester_amidation,,,,,,,,
C76982,1,,,,NC(=O)c1ccnc(NC2CC=CC2)c1,Brc1noc(C2CC2)n1,O=C(Nc1noc(C2CC2)n1)c1ccnc(NC2CC=CC2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,
C76984,1,,,,NC(=O)c1ccnc(NC2CC=CC2)c1,CC(C)c1nc(Br)no1,CC(C)c1nc(NC(=O)c2ccnc(NC3CC=CC3)c2)no1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,
C76990,1,,,,NC(=O)c1ccnc(NC2CC=CC2)c1,Brc1noc(C2CCC2)n1,O=C(Nc1noc(C2CCC2)n1)c1ccnc(NC2CC=CC2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,
C36349,1,,,,COc1ccc(Br)c(N=[N+]=[N-])c1,CC(C)(C)OC(=O)C(N)=O,COc1ccc(NC(=O)C(=O)OC(C)(C)C)c(N=[N+]=[N-])c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,
C76994,1,,,,NC(=O)c1ccnc(NC2CC=CC2)c1,CC1(c2nc(Br)no2)CCOC1,CC1(c2nc(NC(=O)c3ccnc(NC4CC=CC4)c3)no2)CCOC1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,
C76996,1,,,,NC(=O)c1ccnc(NC2CC=CC2)c1,COC1(c2nc(Br)no2)CCOC1,COC1(c2nc(NC(=O)c3ccnc(NC4CC=CC4)c3)no2)CCOC1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,
C36367,1,,,,COc1cc(N)c(Br)cc1Br,COCC(=O)NOCC(N)=O,COCC(=O)NOCC(=O)Nc1cc(Br)c(OC)cc1N,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,
C58703,1,,,,CNCc1cc(C)cs1,Cn1c(N)nc2cc(F)cc(Br)c21,Cc1csc(CN(C)c2cc(F)cc3nc(N)n(C)c23)c1,Buchwald-Hartwig_amination,,,,,,,,
C8321,1,,,,CCOC(=O)c1c(Br)c(C)nn1C,COc1sc(CNCC(O)CO)cc1Br,COc1sc(CN(CC(O)CO)C(=O)c2c(Br)c(C)nn2C)cc1Br,Ester_amidation,,,,,,,,
C87122,1,,,,Nc1ccc(Br)c(F)c1N,C#CCOCC(=O)OC(C)(C)C,C#CCOCC(=O)Nc1ccc(Br)c(F)c1N,Ester_amidation,,,,,,,,
C87129,1,,,,Nc1ccc(Br)c(F)c1N,C#CCOCC(=O)OC(C)(C)C,C#CCOCC(=O)Nc1c(N)ccc(Br)c1F,Ester_amidation,,,,,,,,
C38851,1,,,,O=C(O)C1CCc2ccc(=O)[nH]c21,Cc1nc(Cl)c(N)c(C)c1C,Cc1nc(Cl)c(NC(=O)C2CCc3ccc(=O)[nH]c32)c(C)c1C,Amidation,,,,,,,,
C72969,1,,,,Nc1cc(I)c(O)c(I)c1,COc1ccc(N)cc1C(=O)OC(C)(C)C,COc1ccc(N)cc1C(=O)Nc1cc(I)c(O)c(I)c1,Ester_amidation,,,,,,,,
C8358,1,,,,CCOC(=O)c1cc([N+](=O)[O-])nn1C,COc1sc(CNCC(O)CO)cc1Br,COc1sc(CN(CC(O)CO)C(=O)c2cc([N+](=O)[O-])nn2C)cc1Br,Ester_amidation,,,,,,,,
C38875,1,,,,O=C(O)C1CCc2ccc(=O)[nH]c21,Nc1cnc(Br)cc1C(=O)O,O=C(O)c1cc(Br)ncc1NC(=O)C1CCc2ccc(=O)[nH]c21,Amidation,,,,,,,,
C8372,1,,,,CCOC(=O)c1cc(C(=O)O)nn1C,COc1sc(CNCC(O)CO)cc1Br,COc1sc(CN(CC(O)CO)C(=O)c2cc(C(=O)O)nn2C)cc1Br,Ester_amidation,,,,,,,,
C89077,1,,,,Nc1ccc(Br)c(F)c1N,CC(C)(C)OC(=O)C1(C)CNCCO1,CC1(C(=O)Nc2c(N)ccc(Br)c2F)CNCCO1,Ester_amidation,,,,,,,,
C41086,1,,,,Oc1cnccc1Br,COc1ccc(N)cc1F,COc1ccc(Nc2ccncc2O)cc1F,Buchwald-Hartwig_amination,,,,,,,,
C89078,1,,,,Nc1ccc(Br)c(F)c1N,CC(C)(C)OC(=O)C1(C)CNCCO1,CC1(C(=O)Nc2ccc(Br)c(F)c2N)CNCCO1,Ester_amidation,,,,,,,,
C73007,1,,,,Nc1cc(F)c(O)cc1Cl,COc1ccc(N)cc1C(=O)OC(C)(C)C,COc1ccc(N)cc1C(=O)Nc1cc(F)c(O)cc1Cl,Ester_amidation,,,,,,,,
C11602,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Cc1cc(Cl)c(N)cc1N,Cc1cc(Cl)c(NC(=O)c2c(Cl)cc(C(N)=O)cc2Cl)cc1N,Amidation,,,,,,,,
C11604,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Cc1cc(Cl)c(N)cc1N,Cc1cc(Cl)c(N)cc1NC(=O)c1c(Cl)cc(C(N)=O)cc1Cl,Amidation,,,,,,,,
C36499,1,,,,Nc1cc2c(cc1Br)OCCO2,CC(C)(C)OC(=O)C(N)=O,CC(C)(C)OC(=O)C(=O)Nc1cc2c(cc1N)OCCO2,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,
C89100,1,,,,Cc1ccc(N)c(N)c1Cl,CC(C)(C)OC(=O)C1(C)CNCCO1,Cc1ccc(N)c(NC(=O)C2(C)CNCCO2)c1Cl,Ester_amidation,,,,,,,,
C89115,1,,,,Nc1cc(F)c(F)cc1N,CC(C)(C)OC(=O)C1(C)CNCCO1,CC1(C(=O)Nc2cc(F)c(F)cc2N)CNCCO1,Ester_amidation,,,,,,,,
C89116,1,,,,Nc1cccc2nsnc12,CC(C)(C)OC(=O)C1(C)CNCCO1,CC1(C(=O)Nc2cccc3c2N=S=N3)CNCCO1,Ester_amidation,,,,,,,,
C89118,1,,,,Nc1cc(F)c(Cl)cc1N,CC(C)(C)OC(=O)C1(C)CNCCO1,CC1(C(=O)Nc2cc(F)c(Cl)cc2N)CNCCO1,Ester_amidation,,,,,,,,
C89119,1,,,,Nc1cc(F)c(Cl)cc1N,CC(C)(C)OC(=O)C1(C)CNCCO1,CC1(C(=O)Nc2cc(Cl)c(F)cc2N)CNCCO1,Ester_amidation,,,,,,,,
C89133,1,,,,Nc1cccc(F)c1[N+](=O)[O-],CC(C)(C)OCC(=O)OC(C)(C)C,CC(C)(C)OCC(=O)Nc1cccc(F)c1[N+](=O)[O-],Ester_amidation,,,,,,,,
C6085,1,,,,CCOc1ncccc1C(=O)O,COc1ccc(C2CCCN2)cn1,CCOc1ncccc1C(=O)N1CCCC1c1ccc(OC)nc1,Amidation,,,,,,,,
C17510,1,,,,Nc1cc(I)c(O)c(I)c1,COc1cc(Br)cc(C)c1I,COc1cc(Nc2cc(I)c(O)c(I)c2)cc(C)c1I,Buchwald-Hartwig_amination,,,,,,,,
C6090,1,,,,CCOc1ncccc1C(=O)O,Oc1ccc(C2CCCCN2)cn1,CCOc1ncccc1C(=O)N1CCCCC1c1ccc(O)nc1,Amidation,,,,,,,,
C89143,1,,,,Nc1cccc(F)c1[N+](=O)[O-],C#CCCOCC(=O)OC(C)(C)C,C#CCCOCC(=O)Nc1cccc(F)c1[N+](=O)[O-],Ester_amidation,,,,,,,,
C89145,1,,,,Nc1cccc(F)c1[N+](=O)[O-],CC(C)(C)OC(=O)COCCCBr,O=C(COCCCBr)Nc1cccc(F)c1[N+](=O)[O-],Ester_amidation,,,,,,,,
C14997,1,,,,Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,COC(C(=O)O)C(C)C,COC(C(=O)Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1)C(C)C,Amidation,,,,,,,,
C64208,1,,,,CC1NCCNC1=O,COc1ccc(F)cc1C(=O)O,COc1ccc(F)cc1C(=O)N1CCNC(=O)C1C,Amidation,,,,,,,,
C87265,1,,,,Nc1cccc2nsnc12,C#CCOCC(=O)OC(C)(C)C,C#CCOCC(=O)Nc1cccc2c1N=S=N2,Ester_amidation,,,,,,,,
C87266,1,,,,Nc1cc(F)c(F)cc1N,C#CCOCC(=O)OC(C)(C)C,C#CCOCC(=O)Nc1cc(F)c(F)cc1N,Ester_amidation,,,,,,,,
C6125,1,,,,C#CCOc1ncccc1C(=O)O,Oc1ccc(C2CCCCN2)cn1,C#CCOc1ncccc1C(=O)N1CCCCC1c1ccc(O)nc1,Amidation,,,,,,,,
C87275,1,,,,Nc1cc(F)c(Cl)cc1N,C#CCOCC(=O)OC(C)(C)C,C#CCOCC(=O)Nc1cc(Cl)c(F)cc1N,Ester_amidation,,,,,,,,
C87276,1,,,,Nc1cc(F)c(Cl)cc1N,C#CCOCC(=O)OC(C)(C)C,C#CCOCC(=O)Nc1cc(F)c(Cl)cc1N,Ester_amidation,,,,,,,,
C15051,1,,,,Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,CCOC(CC)C(=O)O,CCOC(CC)C(=O)Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,Amidation,,,,,,,,
C15060,1,,,,Nc1cccc(C(=O)NCc2cccs2)c1,CCC(CC)C(OC)C(=O)O,CCC(CC)C(OC)C(=O)Nc1cccc(C(=O)NCc2cccs2)c1,Amidation,,,,,,,,
C64280,1,,,,CC1NCCNC1C,COc1ccc(F)cc1C(=O)O,COc1ccc(F)cc1C(=O)N1CCNC(C)C1C,Amidation,,,,,,,,
C79305,1,,,,CC1(B2OC(C)(C)C(C)(C)O2)CCOC1,Cn1cnc2c(Br)cccc21,Cn1cnc2c(C3(C)CCOC3)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C79307,1,,,,CC1(C)OB(C2(CCO)CC2)OC1(C)C,Cn1cnc2c(Br)cccc21,Cn1cnc2c(C3(CCO)CC3)cccc21,Sp3-sp2_Suzuki_coupling,,,,,,,,
C59040,1,,,,CNCc1cc(C)cs1,Cn1c(N)nc2cc(C(=O)O)cc(Br)c21,Cc1csc(CN(C)c2cc(C(=O)O)cc3nc(N)n(C)c23)c1,Buchwald-Hartwig_amination,,,,,,,,
C71135,1,,,,Nc1cc(O)ccc1Br,Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cn1c(=O)[nH]c2cc(C(=O)Nc3cc(O)ccc3Br)cc(Cl)c21,Amidation,,,,,,,,
C52796,1,,,,CC(C)(C)B1OC(C)(C)C(C)(C)O1,Cc1nc2ccccc2nc1Br,Cc1nc2ccccc2nc1C(C)(C)C,Sp3-sp2_Suzuki_coupling,,,,,,,,
C71145,1,,,,Nc1cccc(Br)c1S,Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cn1c(=O)[nH]c2cc(C(=O)Nc3cccc(Br)c3S)cc(Cl)c21,Amidation,,,,,,,,
C11849,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,COc1ccc(N)cc1Cl,COc1ccc(NC(=O)c2c(Cl)cc(C(N)=O)cc2Cl)cc1Cl,Amidation,,,,,,,,
C52811,1,,,,CC1(C)OB(C23CC2C3)OC1(C)C,Cc1nc2ccccc2nc1Br,Cc1nc2ccccc2nc1C12CC1C2,Sp3-sp2_Suzuki_coupling,,,,,,,,
C11885,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Nc1cc(F)c(O)cc1Cl,NC(=O)c1cc(Cl)c(C(=O)Nc2cc(F)c(O)cc2Cl)c(Cl)c1,Amidation,,,,,,,,
C11892,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,COc1ccc(N)cc1F,COc1ccc(NC(=O)c2c(Cl)cc(C(N)=O)cc2Cl)cc1F,Amidation,,,,,,,,
C6278,1,,,,C#CCOc1ncccc1C(=O)O,COc1ccc(C2CCCN2)cn1,C#CCOc1ncccc1C(=O)N1CCCC1c1ccc(OC)nc1,Amidation,,,,,,,,
C71199,1,,,,Nc1ccc(O)cc1Cl,Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cn1c(=O)[nH]c2cc(C(=O)Nc3ccc(O)cc3Cl)cc(Cl)c21,Amidation,,,,,,,,
C87449,1,,,,Nc1cccc(F)c1[N+](=O)[O-],CCOC(=O)C(=O)OC(C)(C)C,CCOC(=O)C(=O)Nc1cccc(F)c1[N+](=O)[O-],Ester_amidation,,,,,,,,
C52915,1,,,,Brc1cnc2ccccc2n1,CC1(C)OB(C2(CCO)CC2)OC1(C)C,OCCC1(c2cnc3ccccc3n2)CC1,Sp3-sp2_Suzuki_coupling,,,,,,,,
C52917,1,,,,Brc1cnc2ccccc2n1,CC1(B2OC(C)(C)C(C)(C)O2)CCOC1,CC1(c2cnc3ccccc3n2)CCOC1,Sp3-sp2_Suzuki_coupling,,,,,,,,
C41369,1,,,,CNc1ccc(O)cc1,COc1cnc(Cl)cc1Br,COc1cnc(Cl)cc1N(C)c1ccc(O)cc1,Buchwald-Hartwig_amination,,,,,,,,
C87511,1,,,,Nc1cccc(F)c1[N+](=O)[O-],C#CCOCC(=O)OC(C)(C)C,C#CCOCC(=O)Nc1cccc(F)c1[N+](=O)[O-],Ester_amidation,,,,,,,,
C26116,1,,,,Cn1cc(C(=O)O)c2ccc(Cl)cc21,CCNC(C)C,CCN(C(=O)c1cn(C)c2cc(Cl)ccc12)C(C)C,Amidation,,,,,,,,
C69238,1,,,,Cc1ccccc1N,Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cc1ccccc1NC(=O)c1cc(Cl)c2c(c1)[nH]c(=O)n2C,Amidation,,,,,,,,
C36847,1,,,,Nc1cc2c(cc1Br)OCCO2,COCC(=O)NOCC(N)=O,COCC(=O)NOCC(=O)Nc1cc2c(cc1N)OCCO2,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,
C64501,1,,,,Nc1cc(F)c(F)cc1C(=O)O,CC1NCCNC1=O,CC1C(=O)NCCN1C(=O)c1cc(F)c(F)cc1N,Amidation,,,,,,,,
C26154,1,,,,Cn1cc(C(=O)O)c2ccc(Cl)cc21,NCCC(Cl)Cl,Cn1cc(C(=O)NCCC(Cl)Cl)c2ccc(Cl)cc21,Amidation,,,,,,,,
C19846,1,,,,Nc1cc(F)c(O)cc1Cl,COc1cc(C=O)c(I)c(OC)c1,COc1cc(C=O)c(Nc2cc(F)c(O)cc2Cl)c(OC)c1,Buchwald-Hartwig_amination,,,,,,,,
C12156,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Nc1cc(I)c(O)c(I)c1,NC(=O)c1cc(Cl)c(C(=O)Nc2cc(I)c(O)c(I)c2)c(Cl)c1,Amidation,,,,,,,,
C64511,1,,,,Nc1cc(F)c(F)cc1C(=O)O,CC1NCCNC1C,CC1NCCN(C(=O)c2cc(F)c(F)cc2N)C1C,Amidation,,,,,,,,
C81547,1,,,,Cc1ccccc1N,COc1cc(Br)cc(C)c1I,COc1cc(Nc2ccccc2C)cc(C)c1I,Buchwald-Hartwig_amination,,,,,,,,
